timestamp_iso,frame_idx,mode,arm_state,distance_m,distance_src,odom_x_m,odom_y_m,odom_theta_rad,feedback_lin_mps,feedback_ang_rps,ball_odom_assist_active,bucket_odom_assist_active,odom_goal_update_count,odom_goal_color_reject_count,odom_goal_depth_invalid_count,odom_goal_error_count,odom_goal_hysteresis_hold_count,ball_odom_fallback_count,bucket_odom_fallback_count,odom_snapshot_count,target_ball_requested,carrying_ball_color,target_bucket_color,detection_count,detections,latest_msg
2026-03-26T17:22:57.958,1,fixed_ball,idle,0.000,geom,0.000,0.000,0.001,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:57.973,2,fixed_ball,idle,0.000,geom,0.000,0.000,0.001,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.004,3,fixed_ball,idle,0.000,geom,0.000,0.000,0.001,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.036,4,fixed_ball,idle,0.000,geom,0.000,0.000,0.001,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.069,5,fixed_ball,idle,0.000,geom,0.000,0.000,0.001,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.103,6,fixed_ball,idle,0.000,geom,0.000,0.000,0.001,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.136,7,fixed_ball,idle,0.000,geom,0.000,0.000,0.001,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.169,8,fixed_ball,idle,0.000,geom,0.000,0.000,0.001,0.000,0.001,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.202,9,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.236,10,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.269,11,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.302,12,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.336,13,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.369,14,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.001,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.402,15,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.437,16,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.469,17,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.503,18,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.536,19,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.001,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.570,20,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.001,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.603,21,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.636,22,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.669,23,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.003,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.703,24,fixed_ball,idle,0.000,geom,0.000,0.000,0.002,0.000,0.003,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.736,25,fixed_ball,idle,0.000,geom,0.000,0.000,0.003,0.000,0.001,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
2026-03-26T17:22:58.769,26,fixed_ball,idle,0.000,geom,0.000,0.000,0.003,0.000,0.002,False,False,0,0,0,0,0,0,0,0,red ball,,,0,,"-0.30, 0.00, 0, 0, 10"
